# 노부나가의 야망 (GBA) 한글패치 — 번역 대조표

자동 독음 변환 4391건 / 번역 1035건 + 시퀀스 187그룹

## 1. 자동 독음 변환 (인명·지명·성 등)
一万田	일만전
  の中から担当を選びます。	→	다이묘 ６명 중 담당을 고릅니다.
  　５年間で最も多くの国を支配下におい	→	　５년간 가장 많은 나라를 지배한
  たプレイヤーが勝利者となります。	→	플레이어가 승리자가 됩니다.
  　武田・上杉・今川・北条の４大名の中	→	　무전·상삼·금천·북조
  から担当を選びます。	→	４다이묘 중에서 담당을 고릅니다.
  　京都のある山城の国を最も早く支配で	→	　경도가 있는 산성국을 가장 먼저
  きたプレイヤーが勝利者となります。	→	지배한 플레이어가 승리자가 됩니다.
  　天下布武を唱える織田信長に反抗した	→	　천하포무를 외친 직전신장에
  ６人の大名の中から担当を選びます。	→	맞선 ６다이묘 중 담당을 고릅니다.
  　織田信長を討ちとったプレイヤーが勝	→	　직전신장을 쓰러뜨린 플레이어가
  利者となります。	→	승리자가 됩니다.
  他のプレイヤー大名をすべて滅ぼすこと	→	다른 플레이어 다이묘를 모두 멸할 것
  1557年12月までに、他のプレイヤー大名	→	1557년 12월까지 다른 플레이어
  よりたくさんの金を貯めること。	→	다이묘보다 많은 금을 모을 것.
  1557年12月までに、他のプレイヤー大名	→	1557년 12월까지 다른 플레이어
  よりたくさんの兵を集めること。	→	다이묘보다 많은 병사를 모을 것.
  1559年12月までに、他のプレイヤー大名	→	1559년 12월까지 다른 플레이어
  よりたくさんの国を支配すること。	→	다이묘보다 많은 나라를 지배할 것.
  山城の国を支配することこと。	→	산성국을 지배할 것.
  織田信長を討ちとること。	→	직전신장을 쓰러뜨릴 것.
  １「1555年　戦国の動乱」	→	１「1555년　전국의 동란」
[seq126]
  １「1555年　戦国の動乱」	→	１「1555년　전국의 동란」
  ２「1571年　信長包囲網」	→	２「1571년　신장포위망」
  ３「1582年　本能寺の変」	→	３「1582년　본능사의 변」
   日本各地は有力大名によって割拠されています。\n 東北には伊達、最上。\n 関東甲信越には上杉、武田、北条。\n 近畿には斎藤、浅井、朝倉。\n 九州には龍造寺、大友、島津。\n それぞれ有力な戦国大名が覇を競い、天下を狙っています。\n 織田信長は、未だ柴田勝家ら家臣の心を掌握しきれておらず、列強に比べると、中部の弱小国に過ぎません。	→	 일본 각지는 유력 다이묘들에 의해 할거되어 있다.\n 동북에는 이달, 최상.\n 관동갑신월에는 상삼, 무전, 북조.\n 근기에는 재등, 천정, 조창.\n 구주에는 용조사, 대우, 도진.\n 저마다 유력한 전국 다이묘들이 패권을 다투며 천하를 노리고 있다.\n 직전신장은 아직 시전승가 등 가신들의 마음을 완전히 장악하지 못해, 열강에 비하면 중부의 약소국에 지나지 않는다.
   信長は尾張・美濃・伊勢志摩・伊賀・大和まで勢力を拡大しています。\n 将軍足利義昭を奉じて入洛し、実質的な権威を握っている信長ですが、義昭が自分が利用されていることを悟り、各地の大名に信長追討令を下したことで事態は急変。\n 浅井、朝倉、武田、本願寺、毛利といった有力大名らによって、信長包囲網が敷かれます。\n 信長、まさに絶体絶命のピンチです。\n あえて信長を選択したプレイヤーは、この信長包囲網という窮地を脱しなければなりません。	→	 신장은 미장、미농、이세지마、이하、대화까지 세력을 넓혔다.\n 장군 족리의소를 받들어 상경하여 실질적인 권위를 쥔 신장이었으나, 의소가 자신이 이용당하고 있음을 깨닫고 각지의 다이묘에게 신장 추토령을 내리면서 사태는 급변한다.\n 천정, 조창, 무전, 본원사, 모리 등 유력 다이묘들에 의해 신장포위망이 펼쳐진다.\n 신장, 그야말로 절체절명의 위기다.\n 굳이 신장을 선택한 플레이어는 이 신장포위망이라는 궁지에서 벗어나야 한다.
   天下統一を目の前にしていた信長は、\n京都の本能寺にて、明智光秀の謀反にあ\nい非業の死を遂げました。\n しかし、信長の仇を討つため、羽柴、\n\n柴田、徳川らが、立ち上がります。\n 一方、関東の北条、中国の毛利、九州\nの島津などは、領国を広げ大大名に成長\nしています。\n\n 信長亡き今、彼の遺志を継ぎ、天下を\n統一するのは、果たして誰なのでしょう\nか？\n	→	 천하통일을 눈앞에 둔 신장은,\n경도 본능사에서 명지광수의\n모반을 만나 비명횡사했다.\n 그러나 신장의 원수를 갚고자 우시,\n\n시전, 덕천 등이 일어선다.\n 한편, 관동의 북조, 중국의 모리,\n구주의 도진 등은 영지를 넓혀 대다이묘로\n성장하고 있다.\n\n 신장이 없는 지금, 그의 유지를 이어\n받아 천하를 통일하는 것은 과연 누구\n일까?\n
  開墾	→	개간
  治水	→	치수
  町投資	→	마을투자
  技術	→	기술
  築城	→	축성
  金山	→	금산
  取引	→	거래
  米買	→	쌀매입
  米売	→	쌀매도
  鉄砲	→	철포
  茶器	→	다기
  移動	→	이동
  輸送	→	수송
  合戦	→	합전
  共同	→	공동
  雇用	→	고용
  訓練	→	훈련
  施し	→	시혜
  製造	→	제조
  鉄砲	→	철포
  鉄甲船	→	철갑선
  委任	→	위임
  直轄	→	직할
  教育	→	교육
  解任	→	해임
  褒美	→	포상
  没収	→	몰수
  茶会	→	다회
  調略	→	조략
  外交	→	외교
  諜報	→	첩보
  誘降	→	회유
  混乱	→	혼란
  工作	→	공작
  貢物	→	공물
  同盟	→	동맹
  婚姻	→	혼인
  脅迫	→	협박
  破棄	→	파기
  《内政》	→	《내정》
  《内政》→〈取引〉	→	《내정》→〈거래〉
  《軍事》	→	《군사》
  《軍事》→〈製造〉	→	《군사》→〈제조〉
  《人事》	→	《인사》
  《対外》	→	《대외》
  《対外》→〈外交〉	→	《대외》→〈외교〉
  《対外》→〈調略〉	→	《대외》→〈조략〉
[seq127]
  援軍要請　　戦略コマンド（長期戦のみ）	→	원군요청　　전략커맨드（장기전만）
  必要行動力:	→	필요행동력:
  効果:	→	효과:
  内容:	→	내용:
  （大名・城主の場合:%d）	→	（다이묘、성주의 경우:%d）
  （大名・城主のみ:%d）	→	（다이묘、성주만:%d）
  （大名のみ実行可:%d）	→	（다이묘만 실행 가능:%d）
  （大名・城主・家臣すべて）	→	（다이묘、성주、가신 전원）
[seq128]
  開墾して石高を上げます。	→	개간하여 석고를 올립니다.
  石高上昇・治水低下	→	석고 상승、치수 하락
  石高が大きいほど、７月の兵糧収入が\n増えます。実行する武将の政治が高いほ\nど、効果が上がります。\n〈開墾〉を実行すると、治水が下がります。\n〈開墾〉と〈治水〉をバランスよく実行しま\nしょう。	→	석고가 클수록 ７월의 병량 수입이\n늘어납니다. 실행하는 무장의 정치가 높을\n수록 효과가 높아집니다.\n〈개간〉을 실행하면 치수가 내려갑니다.\n〈개간〉과〈치수〉를 균형 있게 실행\n합시다.
  治水工事を行って治水を上げます。	→	치수 공사를 하여 치수를 올립니다.
  治水上昇	→	치수 상승
  治水が高いほど、７月の兵糧収入が増\nえます。また、台風が起こったときの被害が\n小さくなります。実行する武将の政治が高い\nほど、効果が上がります。\n政治が低すぎると、効果がないこともありま\nす。軍師の助言を聞くようにしましょう。	→	치수가 높을수록 ７월의 병량 수입이\n늘어납니다. 또한 태풍이 발생했을 때 피해가\n작아집니다. 실행하는 무장의 정치가 높을\n수록 효과가 높아집니다.\n정치가 너무 낮으면 효과가 없을 수도 있습니\n다. 군사의 조언을 듣도록 합시다.
  町に投資して商業を発展させます。	→	마을에 투자하여 상업을 발전시킵니다.
  商業上昇	→	상업 상승
  商業が高いほど、１月の金収入が増え\nます。実行する武将の政治が高いほど、効果\nが上がります。	→	상업이 높을수록 １월의 금 수입이\n늘어납니다. 실행하는 무장의 정치가 높을수록\n효과가 높아집니다.
  技術革新を行って技術力を高めます。	→	기술 혁신을 하여 기술력을 높입니다.
  技術上昇	→	기술 상승
  技術が高いほど、《内政》の効果が上\nがります。また、技術100で金山の探索・採\n掘が、250で鉄砲の製造が、500で鉄甲船の\n製造が可能になります。実行する武将の政治\nが高いほど、効果が上がります。	→	기술이 높을수록 《내정》의 효과가\n높아집니다. 또한 기술 100에서 금산 탐색、채\n굴이, 250에서 철포 제조가, 500에서 철갑선\n제조가 가능해집니다. 실행하는 무장의 정치가\n높을수록 효과가 높아집니다.
  築城工事を行って城の防御度を上げます。	→	축성 공사를 하여 성의 방어도를 올립니다.
  城防上昇	→	성방 상승
  城防が高いほど、籠城戦時の本丸・門\nの防御度が上がります。実行する武将の政治\nが高いほど、効果が上がります。	→	성방이 높을수록 농성전 시 본성、성문\n의 방어도가 높아집니다. 실행하는 무장의 정치가\n높을수록 효과가 높아집니다.
  金山の探索または採掘を行います。	→	금산의 탐색 또는 채굴을 합니다.
  金山の発見・採掘による金収入	→	금산 발견、채굴로 인한 금 수입
  金山が発見されていない場合は、金山\nを探索し、すでに発見されている場合は、金\n山を採掘して金を得ます。技術が100以上の\n国のみ実行できます。実行する武将の政治が\n高いほど、効果が上がります。\n金山はある程度採掘するとかれてしまうこと\nがあります。しかし、数年経つと再び見つか\nることもあります。	→	금산이 발견되지 않은 경우에는 금산\n을 탐색하고, 이미 발견된 경우에는 금\n산을 채굴하여 금을 얻습니다. 기술이 100 이상인\n국가에서만 실행할 수 있습니다. 실행하는 무장의 정치가\n높을수록 효과가 높아집니다.\n금산은 어느 정도 채굴하면 고갈되는 경우\n가 있습니다. 하지만 몇 년이 지나면 다시 발견\n되는 경우도 있습니다.
  商人と取引します。\n米売・米買・鉄砲・茶器の４つのサブコマン\nドがあります。	→	상인과 거래합니다.\n쌀매도、쌀매입、철포、다기의 ４개 서브커맨\n드가 있습니다.
  今井宗久との友好度は、取引を重ねるごとに\n上がります。また、摂津とその隣接国の場合\nは、茶会に今井宗久を招くと友好度が上がり\nます。	→	금정종구와의 우호도는 거래를 거듭할수록\n높아집니다. 또한 섭진과 그 인접국의 경우\n다회에 금정종구를 초대하면 우호도가 높아\n집니다.
  商人に米を売ります。	→	상인에게 쌀을 팝니다.
  金増加、米減少	→	금 증가、쌀 감소
  米相場が高いほど有利です。兵糧の売\n買に武将の能力は影響しません。一度の取引\nで売買できる兵糧の量は、その国の石高と同\nじ値までです。	→	쌀 시세가 높을수록 유리합니다. 병량 매\n매에 무장의 능력은 영향을 주지 않습니다. 한 번의 거래\n에서 매매할 수 있는 병량의 양은 그 나라의 석고와 같은\n값까지입니다.
  商人から米を買います。	→	상인에게서 쌀을 삽니다.
  金減少・米増加	→	금 감소、쌀 증가
  米相場が低いほど有利です。兵糧の売\n買に武将の能力は影響しません。一度の取引\nで売買できる兵糧の量は、その国の石高と同\nじ値までです。	→	쌀 시세가 낮을수록 유리합니다. 병량 매\n매에 무장의 능력은 영향을 주지 않습니다. 한 번의 거래\n에서 매매할 수 있는 병량의 양은 그 나라의 석고와 같은\n값까지입니다.
  商人から鉄砲を買います。	→	상인에게서 철포를 삽니다.
  鉄砲増加	→	철포 증가
  文化・実行する武将の教養・今井宗久\nとの友好度が高いほど有利です。実行する武\n将の教養が低いと、売ってくれないこともあ\nります。	→	문화、실행하는 무장의 교양、금정종구\n와의 우호도가 높을수록 유리합니다. 실행하는 무\n장의 교양이 낮으면 팔아주지 않는 경우도 있\n습니다.
  商人から茶器を買います。	→	상인에게서 다기를 삽니다.
  茶器増加	→	다기 증가
  文化・実行する武将の教養・今井宗久\nとの友好度が高いほど有利です。実行する武\n将の教養が低いと、売ってくれないこともあ\nります。	→	문화、실행하는 무장의 교양、금정종구\n와의 우호도가 높을수록 유리합니다. 실행하는 무\n장의 교양이 낮으면 팔아주지 않는 경우도 있\n습니다.
  武将を隣接国に移動させます。	→	무장을 인접국으로 이동시킵니다.
  武将・金・兵糧・兵士・鉄砲の移動	→	무장、금、병량、병사、철포의 이동
  移動する武将に、金・兵糧・兵士・鉄\n砲を持たせられます。移動できる物資の最大\n量は、移動先の国によります。たとえば移動\n先に金が3000あるとき、一国が保有できる\n金の最大値は9999なので、移動できる金は\n6999までになります。	→	이동하는 무장에게 금、병량、병사、철\n포를 지니게 할 수 있습니다. 이동 가능한 물자의 최대\n량은 이동할 곳의 나라에 따라 다릅니다. 예를 들어 이동\n할 곳에 금이 3000 있을 때, 한 나라가 보유할 수 있는\n금의 최댓값은 9999이므로 이동할 수 있는 금은\n6999까지가 됩니다.
  物資を隣接国に輸送します。	→	물자를 인접국으로 수송합니다.
  金・兵糧・兵士・鉄砲の移動	→	금、병량、병사、철포의 이동
  輸送できる物資の最大量は、輸送先の\n国によります。たとえば輸送先に金が\n3000あるとき、一国が保有できる金の最大\n値は9999なので、輸送できる金は6999ま\nでになります。	→	수송할 수 있는 물자의 최대량은 수송할 곳의\n나라에 따라 다릅니다. 예를 들어 수송할 곳에 금이\n3000 있을 때, 한 나라가 보유할 수 있는 금의 최대\n값은 9999이므로 수송할 수 있는 금은 6999까\n지가 됩니다.
  隣接する他国に攻め込みます。	→	인접한 타국을 공격해 들어갑니다.
  合戦に勝利するとその国が手に入る	→	합전 승리 시 그 나라를 획득
  長期戦中の国に応援軍を送ることもで\nきます。ただし、１つの勢力が合戦に参加さ\nせられる部隊は10部隊までです。すでに６\n部隊が合戦に参加している場合は、応援軍は\n４部隊まで送れます。	→	장기전 중인 나라에 응원군을 보낼 수도\n있습니다. 단, 하나의 세력이 합전에 참가시킬\n수 있는 부대는 10부대까지입니다. 이미 ６\n부대가 합전에 참가하고 있는 경우, 응원군은\n４부대까지 보낼 수 있습니다.
  他の大名と共同して他国に攻め込みます。	→	다른 다이묘와 공동으로 타국을 공격해 들어갑니다.
  合戦に勝利するとその国が手に入る	→	합전 승리 시 그 나라를 획득
  共同合戦を申し込めるのは、攻め込む\n国に隣接している国だけです。共同合戦が承\n諾されるか否かは、その国との友好によりま\nす。共同合戦を承諾しておきながら、実際に\nは派兵しない大名もいます。合戦に勝利する\nと、共同軍に対して謝礼を支払います。	→	공동합전을 신청할 수 있는 것은 공격해 들어갈\n나라와 인접한 나라뿐입니다. 공동합전 승\n낙 여부는 그 나라와의 우호에 따라 달라집니\n다. 공동합전을 승낙해 놓고도 실제로는\n파병하지 않는 다이묘도 있습니다. 합전에서 승리하\n면 공동군에게 사례금을 지불합니다.
  兵士を雇います。	→	병사를 고용합니다.
  兵数上昇・訓練低下・兵忠低下	→	병수 상승、훈련 하락、병충 하락
  兵相場が低いほど有利です。新規に雇\n用した兵士は訓練・兵忠が低いため、全体の\n訓練・兵忠が下がります。	→	병사 시세가 낮을수록 유리합니다. 신규로 고\n용한 병사는 훈련、병충이 낮기 때문에 전체의\n훈련、병충이 내려갑니다.
  兵士を訓練します。	→	병사를 훈련합니다.
  訓練上昇	→	훈련 상승
  訓練が高い兵士を率いた部隊は、攻撃\nの効果が上がります。また、野戦で奇襲を仕\n掛けたり、鉄砲攻撃で敵武将を狙撃する確率\nが上がります。実行する武将の戦闘が高いほ\nど、効果が上がります。	→	훈련이 높은 병사를 이끄는 부대는 공격\n효과가 높아집니다. 또한 야전에서 기습을\n가하거나, 철포 공격으로 적 무장을 저격할 확률\n이 높아집니다. 실행하는 무장의 전투가 높을\n수록 효과가 높아집니다.
  兵士に金を施して兵忠を上げます。	→	병사에게 금을 베풀어 병충을 올립니다.
  兵忠上昇	→	병충 상승
  兵忠が高い兵士を率いた部隊は、合戦\nで攻撃の効果が上がります。また、兵忠が高\nいほど、１月・７月に兵士に支払う俸禄が少\nなくなります。実行する武将の魅力が高いほ\nど、効果が上がります。	→	병충이 높은 병사를 이끄는 부대는 합전\n에서 공격 효과가 높아집니다. 또한 병충이 높\n을수록 １월、７월에 병사에게 지불하는 봉록이\n줄어듭니다. 실행하는 무장의 매력이 높을\n수록 효과가 높아집니다.
  武器を製造します。\n鉄砲・鉄甲船の２つのサブコマンドがありま\nす。	→	무기를 제조합니다.\n철포、철갑선의 ２개 서브커맨드가 있습니\n다.
  鉄砲を製造します。	→	철포를 제조합니다.
  鉄砲増加	→	철포 증가
  技術250以上が必要です。実行する武\n将の政治・教養が高いほど、また、実行する\n国の技術が高いほど、１丁辺りの製造費が安\nくなります。\n一度に製造できる数は、最大15丁です。製\n造には３ヵ月かかります。すでに製造中のと\nきは実行できません。	→	기술 250 이상이 필요합니다. 실행하는 무\n장의 정치、교양이 높을수록, 또한 실행하는\n나라의 기술이 높을수록 １정당 제조비가 저렴해\n집니다.\n한 번에 제조할 수 있는 수는 최대 15정입니다. 제\n조에는 ３개월이 걸립니다. 이미 제조 중일\n때는 실행할 수 없습니다.
  鉄甲船を製造します。	→	철갑선을 제조합니다.
  鉄甲船増加	→	철갑선 증가
  技術500以上が必要です。実行する武\n将の政治・教養が高いほど、また、実行する\n国の技術が高いほど、１隻辺りの製造費が安\nくなります。海や湖のある国でのみ、製造で\nきます。一度に製造できる数は１隻です。製\n造には３ヵ月かかります。\n鉄甲船は武将１人につき１隻配備できます。	→	기술 500 이상이 필요합니다. 실행하는 무\n장의 정치、교양이 높을수록, 또한 실행하는\n나라의 기술이 높을수록 １척당 제조비가 저렴해\n집니다. 바다나 호수가 있는 나라에서만 제조할\n수 있습니다. 한 번에 제조할 수 있는 수는 １척입니다. 제\n조에는 ３개월이 걸립니다.\n철갑선은 무장 １명당 １척 배치할 수 있습니다.
  武将を教育して政治を上げます。	→	무장을 교육하여 정치를 올립니다.
  政治上昇	→	정치 상승
  実行する武将の政治が高いほど、ま\nた、実行する国の文化が高いほど、効果が上\nがります。金100が必要です。	→	실행하는 무장의 정치가 높을수록, 또\n한 실행하는 나라의 문화가 높을수록 효과가\n높아집니다. 금 100이 필요합니다.
  武将に褒美を与えて忠誠を上げます。	→	무장에게 포상을 주어 충성을 올립니다.
  忠誠上昇	→	충성 상승
  大名または城主の魅力が高いほど、効\n果が上がります。	→	다이묘 또는 성주의 매력이 높을수록 효\n과가 높아집니다.
  武将から茶器を没収します。	→	무장에게서 다기를 몰수합니다.
  忠誠低下	→	충성 하락
  没収された武将の忠誠は大きく下がり\nます。出奔し、浪人になってしまうこともあ\nります。	→	몰수당한 무장의 충성은 크게 내려갑\n니다. 출분하여 낭인이 되어 버리는 경우도 있\n습니다.
  家臣を解任します。	→	가신을 해임합니다.
  総武将数減少	→	총 무장 수 감소
  解任された武将は浪人になります。	→	해임된 무장은 낭인이 됩니다.
  茶会を開いて武将の教養を上げます。	→	다회를 열어 무장의 교양을 올립니다.
  教養・文化上昇	→	교양、문화 상승
  実行するには、その国の誰かが茶器を\n所持していて、教養60以上の武将が１人以\n上参加しなければなりません。参加する武将\nの教養が高いほど、効果が上がります。等級\nの高い茶器を使用した場合、その国の文化が\n上がることがあります。\n摂津とその隣接国では、今井宗久を招くこと\nができます。高級な茶器を使用するほど、今\n井宗久との友好度が上がります。	→	실행하려면 그 나라의 누군가가 다기를\n소지하고 있으며, 교양 60 이상의 무장이 １명 이\n상 참가해야 합니다. 참가하는 무장\n의 교양이 높을수록 효과가 높아집니다. 등급\n이 높은 다기를 사용한 경우, 그 나라의 문화가\n높아지는 경우가 있습니다.\n섭진과 그 인접국에서는 금정종구를 초대할\n수 있습니다. 고급 다기를 사용할수록 금\n정종구와의 우호도가 높아집니다.
  城主の変更と属領の委任を行います。	→	성주 변경과 속령의 위임을 실행합니다.
  城主変更・属領の統治を委任	→	성주 변경、속령 통치 위임
  領国が増えてきたら、後方の国を\n「内政型」で委任してしまいましょう。	→	영지가 늘어나면 후방의 나라를\n「내정형」으로 위임해 버립시다.
  委任中の属領を直轄地にします。	→	위임 중인 속령을 직할지로 만듭니다.
  属領の統治の委任を解除	→	속령 통치 위임 해제
  委任中の属領を直轄地にします。	→	위임 중인 속령을 직할지로 만듭니다.
  本国でのみ実行できます。	→	본국에서만 실행할 수 있습니다.
  外交を行い、自国に有利な状況を作ります。\n貢物・同盟・婚姻・脅迫・破棄の５つのサブ\nコマンドがあります。\n本国でのみ実行できます。	→	외교를 실행하여 자국에 유리한 상황을 만듭니다.\n공물、동맹、혼인、협박、파기의 ５개 서브\n커맨드가 있습니다.\n본국에서만 실행할 수 있습니다.
  他国の大名に金または茶器を贈ります。	→	타국의 다이묘에게 금 또는 다기를 보냅니다.
  友好上昇	→	우호 상승
  友好が高いほど、その国から攻め込ま\nれにくくなり、応援軍・共同軍に応じてくれ\nやすくなります。\n実行する武将の政治・魅力・教養が高いほ\nど、成功しやすくなります。	→	우호가 높을수록 그 나라로부터 공격받\n기 어려워지고, 응원군、공동군 요청에 응해\n주기 쉬워집니다.\n실행하는 무장의 정치、매력、교양이 높을\n수록 성공하기 쉬워집니다.
  他国の大名と同盟を結びます。	→	타국의 다이묘와 동맹을 맺습니다.
  同盟締結・友好上昇	→	동맹 체결、우호 상승
  同盟国からは攻められにくくなりま\nす。実行する武将の政治・魅力・教養が高い\nほど、成功しやすくなります。同盟国に合戦\nを仕掛けると、家臣の忠誠が下がります。	→	동맹국으로부터는 공격받기 어려워집니\n다. 실행하는 무장의 정치、매력、교양이 높을\n수록 성공하기 쉬워집니다. 동맹국에 합전\n을 걸면 가신의 충성이 내려갑니다.
  他国の大名と同盟を結びます。	→	타국의 다이묘와 동맹을 맺습니다.
  婚姻成立・友好上昇	→	혼인 성립、우호 상승
  成功すると、他国の姫が嫁いできま\nす。婚姻関係にある国からは攻められにくく\nなります。実行する武将の政治・魅力・教養\nが高いほど、成功しやすくなります。\n婚姻関係は破棄できません。婚姻関係にある\n国に攻め込むと、家臣の忠誠が下がります。	→	성공하면 타국의 공주가 시집을 옵니\n다. 혼인 관계에 있는 나라로부터는 공격받기\n어려워집니다. 실행하는 무장의 정치、매력、교양\n이 높을수록 성공하기 쉬워집니다.\n혼인 관계는 파기할 수 없습니다. 혼인 관계에 있는\n나라를 공격하면 가신의 충성이 내려갑니다.
  他国の大名または城主を家臣にします。	→	타국의 다이묘 또는 성주를 가신으로 삼습니다.
  その国を傘下に収める	→	그 나라를 산하에 거둠
  成功すると、その国がまるごと自分の\nものになります。大名の野望が高いほど、成\n功しやすくなります。	→	성공하면 그 나라가 통째로 자신의\n것이 됩니다. 다이묘의 야망이 높을수록 성\n공하기 쉬워집니다.
  同盟を破棄します。	→	동맹을 파기합니다.
  同盟破棄・友好低下	→	동맹 파기、우호 하락
  他国と結んでいた同盟を破棄します。\n同盟関係にある国に攻め込むと家臣の忠誠が\n下がるので、先に同盟を破棄してから合戦を\n仕掛けるとよいでしょう。	→	타국과 맺고 있던 동맹을 파기합니다.\n동맹 관계에 있는 나라를 공격하면 가신의 충성이\n내려가므로, 먼저 동맹을 파기한 뒤 합전을\n거는 것이 좋을 것입니다.
  調略を行い他国を陥れます。\n誘降・工作・混乱の３つのサブコマンドがあ\nります。	→	조략을 실행하여 타국을 함정에 빠뜨립니다.\n회유、공작、혼란의 ３개 서브커맨드가 있\n습니다.
  他国の武将を合戦時に寝返らせます。	→	타국의 무장을 합전 시 배신하게 만듭니다.
  合戦時に敵武将が寝返る	→	합전 시 적 무장이 배신함
  実行する武将の政治・魅力・教養が高\nいほど、成功しやすくなります。	→	실행하는 무장의 정치、매력、교양이 높\n을수록 성공하기 쉬워집니다.
  他国同士に合戦を起こさせます。	→	타국끼리 합전을 일으키게 합니다.
  他国同士の友好低下	→	타국 간 우호 하락
  実行する武将の政治・魅力・教養が高\nいほど、成功しやすくなります。	→	실행하는 무장의 정치、매력、교양이 높\n을수록 성공하기 쉬워집니다.
  他国の民忠を下げ、一揆を誘発します。	→	타국의 민충을 낮추어 잇키를 유발합니다.
  他国の民忠低下	→	타국 민충 하락
  実行する武将の政治・魅力・教養が高\nいほど、成功しやすくなります。	→	실행하는 무장의 정치、매력、교양이 높\n을수록 성공하기 쉬워집니다.
  他国の国情報を表示します。	→	타국의 국가 정보를 표시합니다.
  －－－	→	－－－
  実行する武将の政治・野望が高いほ\nど、成功しやすくなります。また、送り先の\n大名の政治・野望が高いほど、成功しにくく\nなります。金10が必要です。	→	실행하는 무장의 정치、야망이 높을\n수록 성공하기 쉬워집니다. 또한 보내는 곳의\n다이묘의 정치、야망이 높을수록 성공하기\n어려워집니다. 금 10이 필요합니다.
  隣接する他国に、応援軍を要請します。\nすでに他国の応援軍が出陣している場\n合は、実行できません。	→	인접한 타국에 응원군을 요청합니다.\n이미 타국의 응원군이 출진하고 있는 경\n우에는 실행할 수 없습니다.
  移動	→	이동
  通常	→	통상
  突撃	→	돌격
  鉄砲	→	철포
  門壊	→	문파괴
  大砲	→	대포
  進言	→	진언
  地形	→	지형
  部隊	→	부대
  退却	→	퇴각
  城内	→	성내
  勧告	→	권고
  開門	→	개문
  出陣	→	출진
  委任	→	위임
  待機	→	대기
  部隊を移動させます。機動力が高いほど、遠くへ移動できます。城壁など、基本機動力で進入できない地形は、《待機》して機動力をためてから移動します。	→	부대를 이동시킵니다. 기동력이 높을수록 멀리 이동할 수 있습니다. 성벽 등 기본 기동력으로 진입할 수 없는 지형은 《대기》하여 기동력을 모은 뒤 이동합니다.
  移動後、敵部隊に隣接したとき、機動力が余っていれば攻撃を仕掛けられます。ただし、鉄砲隊に移動攻撃すると、鉄砲で反撃されることがあります。	→	이동 후 적 부대와 인접했을 때 기동력이 남아 있으면 공격을 가할 수 있습니다. 단, 철포대에 이동 공격을 하면 철포로 반격당하는 경우가 있습니다.
  敵部隊を攻撃します。	→	적 부대를 공격합니다.
  隣接する敵部隊のスクエアに進入して攻撃を繰り返します。敗れた武将は首を斬られることがあります。決着がつかない場合は、反対側のスクエアに突き抜けるか、もといたスクエアに押し戻されます。	→	인접한 적 부대의 스퀘어에 진입하여 공격을 반복합니다. 패한 무장은 목이 베이는 경우가 있습니다. 승부가 나지 않는 경우에는 반대쪽 스퀘어로 뚫고 나가거나, 원래 있던 스퀘어로 밀려납니다.
  自分より戦闘の高い武将を突撃して倒すと、戦闘が上がります。	→	자신보다 전투가 높은 무장을 돌격하여 쓰러뜨리면 전투가 올라갑니다.
  ２スクエア（籠城戦では３スクエア）以内の敵部隊を鉄砲で攻撃します。鉄砲隊のみ実行できます。	→	２스퀘어（농성전에서는 ３스퀘어）이내의 적 부대를 철포로 공격합니다. 철포대만 실행할 수 있습니다.
  敵部隊の武将を狙撃することがあります。	→	적 부대의 무장을 저격하는 경우가 있습니다.
  味方の鉄砲部隊が隣接していると、続けて鉄砲攻撃をします。	→	아군의 철포 부대가 인접해 있으면 이어서 철포 공격을 합니다.
  敵部隊との間に、山地・山岳・森・部隊がある場合は、攻撃できません。	→	적 부대와의 사이에 산지、산악、숲、부대가 있는 경우에는 공격할 수 없습니다.
  また、雨・雪のときや、湖・海上では攻撃できません。	→	또한 비、눈이 올 때나 호수、해상에서는 공격할 수 없습니다.
  ３スクエア以内の敵部隊を大砲で攻撃します。鉄甲船を持つ部隊が湖・海上でのみ実行できます。	→	３스퀘어 이내의 적 부대를 대포로 공격합니다. 철갑선을 가진 부대가 호수、해상에서만 실행할 수 있습니다.
  敵部隊との間に、山地・山岳・森・部隊がある場合は、攻撃できません。	→	적 부대와의 사이에 산지、산악、숲、부대가 있는 경우에는 공격할 수 없습니다.
  また、雨・雪のときや、湖・海上では攻撃できません。	→	또한 비、눈이 올 때나 호수、해상에서는 공격할 수 없습니다.
  城門を攻撃して、防御度を下げます。	→	성문을 공격하여 방어도를 낮춥니다.
  防御度が０になると、門を通過できます。	→	방어도가 ０이 되면 문을 통과할 수 있습니다.
  現在の戦況や敵軍の武将の評価など家臣に聞きます。	→	현재 전황이나 적군 무장의 평가 등을 가신에게 묻습니다.
  総大将・城主のみ実行できます。	→	총대장、성주만 실행할 수 있습니다.
  部隊の種類・兵数・訓練・部隊を率いる武将の能力・鉄甲船の有無を表示します。	→	부대의 종류、병수、훈련、부대를 이끄는 무장의 능력、철갑선 유무를 표시합니다.
  自軍の部隊情報を見たときは、コマンド実行に数えられません。	→	아군 부대 정보를 봤을 때는 커맨드 실행으로 세지 않습니다.
  部隊を消して地形のみを表示します。	→	부대를 지우고 지형만을 표시합니다.
  隣接国に退却します。	→	인접국으로 퇴각합니다.
